Datum;Quelle (Domain);Titel;Kategorie;Grund;Link
2026-04-24;kkimk.de;Assistenzarzt (m/w/d);Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://kkimk.de/blog/2026/04/24/assistenzarzt-m-w-d-fuer-die-allgemeine-innere-medizin-kardiologie/
2026-04-24;vivat-leben.de;Ausflug zum Gartencenter Breuer nach Sankt Augustin am 24.04.2026;Veranstaltung;Bericht über einen organisierten Ausflug für die Bewohner;https://vivat-gmbh.de/2026/04/24/ausflug-zum-gartencenter-breuer-nach-sankt-augustin-am-24-04-2026/
2026-04-24;awo-kv-wesel.de;Am Dienstag, 5. Mai, um 16 Uhr, kommt „der Doktor“ in den AWO-Treff Kapellen, Ehrenmalstraße 2 in 47447 Moers.;Veranstaltung;Einladung zu einem konkreten Termin mit einem Gast im AWO-Treff.;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/achtung-der-doktor-kommt-vortrag-ueber-die-elektronische-patientenakte-im-awo-treff-kapellen-710/
2026-04-24;awo-kv-wesel.de;Am Dienstag, 5. Mai, um 16 Uhr, kommt „der Doktor“ in den AWO-Treff Kapellen, Ehrenmalstraße 2 in 47447 Moers.;Veranstaltung;Einladung zu einem konkreten Termin mit einem Gast im AWO-Treff.;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/kulturcafe-im-awo-treff-kapellen-711/
2026-04-24;caritas-olpe.de;Seit zehn Jahren Herzensort im Wend’schen: Caritas-Tagespflege lädt zum Jubiläum ein;Veranstaltung;Jubiläumseinladung;https://www.caritas-olpe.de/news/details/seit-zehn-jahren-herzensort-im-wendschen-caritas-tagespflege-laedt-zum-jubilaeum-ein
2026-04-23;haus-st-josef-wadersloh.de;Innovationsgeist trifft Pflegeherz: Unser Besuch auf der Altenpflege Messe 2026;Veranstaltung;Bericht über Messebesuch und neue Impulse;https://haus-st-josef-wadersloh.smmp.de/2026/04/23/innovationsgeist-trifft-pflegeherz-unser-besuch-auf-der-altenpflege-messe-2026/
2026-04-23;elisabethstift-nottuln.de;Boys und Girls Day;Veranstaltung;Bericht über eine spezifische Aktion (Boys und Girls Day);https://www.elisabethstift-nottuln.de/boys-und-girls-day/
2026-04-23;laurentiusstift-coesfeld.de;Impuls für die Gesundheit – kleine Auszeit, große Wirkung!;neues Angebot;Ankündigung eines neuen Gesundheitsangebots für Mitarbeiter;https://www.laurentiusstift-coesfeld.de/6892-2/
2026-04-23;kkimk.de;Vortrag „Verdacht auf Osteoporose?“ am Mittwoch, 29.04.2026, 17.00 Uhr, im Hörsaal Menden;Veranstaltung;Einladung zu einem fachlichen Vortrag;https://kkimk.de/blog/2026/04/23/vortrag-verdacht-auf-osteoporose-am-mittwoch-29-04-2026-17-00-uhr-im-hoersaal-menden/
2026-04-23;gse-essen.de;Stefan Diederichs erhält „Care for Innovation-Award“;Auszeichnung;Verleihung eines Preises an eine Person des Trägers;https://www.gse-essen.de/aktuelles/stefan-diederichs-erhaelt-care-for-innovation-award/
2026-04-23;haus-maria-veen.de;Projektstart: „Ankommen. Sicher und Gesund“;Projekt;Titel deutet auf ein neues Projekt oder eine Initiative hin.;https://www.vfka-westfalen.de/verein/projektstart-ankommen-sicher-und-gesund/
2026-04-23;vfka-westfalen.de;Projektstart: „Ankommen. Sicher und Gesund“;Projekt;Titel deutet auf ein neues Projekt oder eine Initiative hin.;https://www.vfka-westfalen.de/verein/projektstart-ankommen-sicher-und-gesund/
2026-04-23;alexianer-koeln.de;Alexianer-Projekt KölleDigital bietet jetzt Sprechstunde für Digital-Fragen an;Neues Angebot;Eröffnung einer neuen digitalen Sprechstunde;https://www.alexianer-koeln.de/unternehmen/aktuelles/aktuell/alexianer-projekt-koelledigital-bietet-jetzt-sprechstunde-fuer-digital-fragen-an
2026-04-23;raphaelsklinik.de;Langjähriger Chefarzt PD Dr. Ulrich Peitz verabschiedet – Prof. Dr. Dirk Domagk als neuer Chefarzt der Gastroenterologie begrüßt;Personalie;Verabschiedung eines Chefarztes und Vorstellung eines neuen Chefarztes;https://www.raphaelsklinik.de/unternehmen/aktuelles/aktuell/langjaehriger-chefarzt-pd-dr-ulrich-peitz-verabschiedet-prof-dr-dirk-domagk-uebernimmt-gastroenterologie
2026-04-22;haus-st-josef-wadersloh.de;Fröhlicher Besuch im St. Josef in Wadersloh;Veranstaltung;Bericht über einen Besuch von Kindern im Heim;https://haus-st-josef-wadersloh.smmp.de/2026/04/22/froehlicher-besuch-im-st-josef-in-wadersloh/
2026-04-22;franziskus-kleve.de;2. Ausbildungs- und Stellenbörse im Bürgerhaus Weeze;Veranstaltung;Ankündigung einer konkreten Veranstaltung (Ausbildungs- und Stellenbörse);https://franziskus-kleve.de/karriere-und-team/2-ausbildungs-und-stellenboerse-im-buergerhaus-weeze/
2026-04-22;hvghirten.de;Stadtradeln 2026 – Wir sind dabei!;Aktion;Ankündigung der Teilnahme an einer regionalen Klimaschutz-Aktion.;https://hvghirten.de/stadtradeln-2026-wir-sind-dabei/
2026-04-22;asb-koeln.de;ASB Köln beim fachlichen Austausch „Wir sind Zukunft und Alter“;Veranstaltung;Bericht über Teilnahme an fachlichem Austausch und Präsentation von Angeboten;https://asb-koeln.de/artikel/2026/04/22/asb-koeln-beim-fachlichen-austausch-wir-sind-zukunft-und-alter/
2026-04-22;stift-tilbeck-gmbh.de;Laufend in Bewegung am Tag der Vielfalt;Veranstaltung;Einladung zu einem Inklusionslauf am Tag der Vielfalt;https://www.stift-tilbeck.de/laufend-in-bewegung-am-tag-der-vielfalt/
2026-04-22;stift-tilbeck.de;Laufend in Bewegung am Tag der Vielfalt;Veranstaltung;Einladung zu einem Inklusionslauf am Tag der Vielfalt;https://www.stift-tilbeck.de/laufend-in-bewegung-am-tag-der-vielfalt/
2026-04-22;adolphi-stiftung.de;Rikscha-Fahrtins Siepental;Veranstaltung;Bericht über eine organisierte Aktivität für Bewohner;https://adolphi-stiftung.de/rikscha-fahrt-ins-siepental/
2026-04-22;eszk.de;Rikscha-Fahrtins Siepental;Veranstaltung;Bericht über eine organisierte Aktivität für Bewohner;https://adolphi-stiftung.de/rikscha-fahrt-ins-siepental/
2026-04-22;antoniushaus-lh.de;Musikalischer Nachmittag mit dem Chor Crescendo;Veranstaltung;Bericht über einen musikalischen Nachmittag mit einem Chor im Heim.;https://antoniushaus-lh.de/2026/04/22/24165/
2026-04-22;awo-lev.de;Kindersachenflohmarkt;Veranstaltung;Einladung zu einem konkreten Flohmarkt-Event;https://awoleverkusen.de/blog/2026/04/22/kindersachenflohmarkt/
2026-04-22;grafschafter-diakonie.de;Vortrag in einfacher Sprache vermittelt Wissen zur Demenz;Veranstaltung;Es handelt sich um eine organisierte Veranstaltung (Vortrag) mit konkretem Inhalt.;https://www.grafschafter-diakonie.de/vortrag-in-einfacher-sprache-vermittelt-wissen-zur-demenz/
2026-04-22;kkh-hagen.de;Apotheker (m/w/d);Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://kkh-hagen.de/apotheker-m-w-d/
2026-04-22;kkimk.de;Apotheker (m/w/d);Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://kkimk.de/blog/2026/04/22/apotheker-m-w-d-2/
2026-04-22;augusta-kliniken.de;Was Parkinson-Patienten über Ayurveda wissen müssen;Gesundheit;Artikel über Gesundheitsthema für Pflegebedürftige;https://www.augusta-kliniken.de/aktuelle-meldungen/meldung/was-parkinson-patienten-ueber-ayurveda-wissen-muessen.html
2026-04-22;diakonie-mark-ruhr.de;Freiheit im Dialog: Interreligiöses Friedensgebet lädt zum Austausch ins AllerWeltHaus Hagen ein;Veranstaltung;Einladung zu einem interreligiösen Friedensgebet;https://www.diakonie-mark-ruhr.de/aktuelles?tx_ttnews%5Btt_news%5D=3689&cHash=8d6b9f33f6befcb9130f121eece08185
2026-04-22;evkln.de;Frühlingsfest im Wohnstift Walter Cordes am 26. April;Veranstaltung;Ankündigung eines konkreten Festtermins;https://www.evkln.de/der-verbund/news-details/fruehlingsfest-im-wohnstift-walter-cordes-am-26-april.html
2026-04-21;kkimk.de;MTRA oder MFA mit Fachkunde im Strahlenschutz (m/w/d);Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://kkimk.de/blog/2026/04/21/mtra-oder-mfa-mit-fachkunde-im-strahlenschutz-m-w-d/
2026-04-21;clarastift-lh.de;Treppenhaus wird zur Konzertbühne: Frauenkammerchor begeistert im Marien-Stift;Veranstaltung;Bericht über eine kulturelle Veranstaltung im Heim;https://heilig-geist-stiftung.de/treppenhaus-wird-zur-konzertbuehne-frauenkammerchor-begeistert-im-marien-stift/
2026-04-21;heilig-geist-stiftung.de;Treppenhaus wird zur Konzertbühne: Frauenkammerchor begeistert im Marien-Stift;Veranstaltung;Bericht über eine kulturelle Veranstaltung im Heim;https://heilig-geist-stiftung.de/treppenhaus-wird-zur-konzertbuehne-frauenkammerchor-begeistert-im-marien-stift/
2026-04-21;marienstift-havixbeck.de;Treppenhaus wird zur Konzertbühne: Frauenkammerchor begeistert im Marien-Stift;Veranstaltung;Bericht über eine kulturelle Veranstaltung im Heim;https://heilig-geist-stiftung.de/treppenhaus-wird-zur-konzertbuehne-frauenkammerchor-begeistert-im-marien-stift/
2026-04-21;joseph-bochum.de;Gitarrenklänge im Frühling – Frau Fedyk;Veranstaltung;Bericht über ein Konzert mit Musik und Gemeinschaft;https://joseph-bochum.de/2026-gitarrenklaenge-fadyk/
2026-04-21;johannes-bochum.de;Konzert des Profane Chors;Veranstaltung;Bericht über ein Chorkonzert;https://johannes-bochum.de/profane-chor-2026/
2026-04-21;awo-kv-wesel.de;Gemeinsam mit Janina und Maria vom Sozialen Dienst des Johannes Rau Hauses machen sich drei Seniorinnen auf den Weg ins nahegelegene Café del Sol.;Aktivität;Beschreibung einer konkreten Aktion/Veranstaltung mit Bewohnern;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/der-awo-treff-kapellen-im-awo-begegnungs-und-beratungszentrum-kapellen-an-der-ehrenmalstrasse-2-in-47447-moers-bietet-ab-mittwoch-6-mai-2026-eine-offene-fragestunde-rund-um-das-thema-han-709/
2026-04-21;awo-kv-wesel.de;Gemeinsam mit Janina und Maria vom Sozialen Dienst des Johannes Rau Hauses machen sich drei Seniorinnen auf den Weg ins nahegelegene Café del Sol.;Aktivität;Beschreibung einer konkreten Aktion/Veranstaltung mit Bewohnern;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/ein-kleiner-ausflug-mit-grosser-wirkung-708/
2026-04-21;diakonie-mark-ruhr.de;Seelische Gesundheit im Fokus: Trialog-Reihe beginnt;Veranstaltung;Titel deutet auf eine neue Veranstaltungsreihe hin.;https://www.diakonie-mark-ruhr.de/aktuelles?tx_ttnews%5Btt_news%5D=3680&cHash=5f758f778a6808970d04c8ccd86f2286
2026-04-20;elisabethstift-nottuln.de;„Palliativer Rundgang“ in Nottuln;Veranstaltung;Bericht über eine lokale Veranstaltung (Palliativer Rundgang);https://www.elisabethstift-nottuln.de/palliativer-rundgang-in-nottuln/
2026-04-20;haus-am-wiehen.de;Ein schönes Osterwochenende;Veranstaltung;Bericht über Osteraktivitäten und Ausflug;https://haus-am-wiehen.de/ein-schoenes-osterwochenende/
2026-04-20;gsf-seniorenheime.de;Osterfeuer 2026;Veranstaltung;Bericht über ein konkretes Ereignis (Osterfeuer) mit Beschreibung des Ablaufs und der Beteiligten.;https://www.gsf-seniorenheime.de/osterfeuer-2026/
2026-04-20;diakonie-kreis-mettmann.de;Gesundheitswochen 2026 in Ratingen: Impulse für mehr Wohlbefinden;Veranstaltung;Ankündigung einer konkreten Veranstaltungsreihe mit Workshops und Aktionen.;https://www.diakonie-kreis-mettmann.de/gesundheitswochen-2026-in-ratingen-impulse-fuer-mehr-wohlbefinden/
2026-04-19;ev-altenheime-agger.de;Stars in der Manege: Luna, Mary und Lion;Veranstaltung;Besuch von Therapieponys und damit verbundene Aktivität;https://ev-altenheime-agger.de/2026/04/19/stars-in-der-manege-luna-mary-und-lion-2/
2026-04-19;altenheim-wahlscheid.de;Versteigerung für die Reparatur des Fahrstuhlturms;Projekt;Versteigerung zugunsten der Anstalt;https://www.altenheim-wahlscheid.de/2026/04/versteigerung-fuer-die-reparatur-des-fahrstuhlturms/
2026-04-18;hausgottesdank.de;Quartiersveranstaltungen im Haus Gottesdank. Gemeinsam statt einsam!;Veranstaltung;Titel beschreibt eine konkrete geplante Aktivität (Quartiersveranstaltung) mit thematischem Bezug zur Einbindung der Bewohner.;https://hausgottesdank.de/aktuelles/datenschutz
2026-04-17;asb-koeln.de;Frauen in Führung: Zeichen der Gleichberechtigung;Personalie;Artikel über Frauen in Führungspositionen am ASB Köln;https://asb-koeln.de/artikel/2026/04/17/zeichen-der-gleichberechtigung/
2026-04-17;kkh-hagen.de;Fortbildung: Neue Therapieoptionen bei Kopf-Hals-Tumoren am Mittwoch, 6. Mai 2026 – Dialog am Biggesee;Veranstaltung;Einladung zu einer fachlichen Fortbildungsveranstaltung;https://kkh-hagen.de/fortbildung-neue-therapieoptionen-bei-kopf-hals-tumoren-am-mittwoch-6-mai-2026-dialog-am-biggesee/
2026-04-17;elisabethstift-nottuln.de;Konrad und Rosinchen bringen ein Lächeln auf die Wohnbereiche;Veranstaltung;Beschreibung eines Besuchs durch einen Clown, der als kulturelle Aktivität oder Aktion im Heim stattfindet.;https://www.elisabethstift-nottuln.de/konrad-und-rosinchen-bringen-ein-laecheln-auf-die-wohnbereiche/
2026-04-17;diakonie-kreis-mettmann.de;Escape Room: Fixing the Boat – Finding Identity!;Projekt;Ankündigung eines mobilen Escape-Room-Projekts mit gesellschaftlicher Ausrichtung.;https://www.diakonie-kreis-mettmann.de/escape-room-fixing-the-boat-finding-identity/
2026-04-17;hanse-zentrum.de;„Frauenpower – Deine Zukunft beginnt hier!“;Veranstaltung;Bericht über den Auftritt auf einer Messe;https://www.hanse-zentrum.de/2026/04/17/frauenpower-deine-zukunft-beginnt-hier/
2026-04-17;lina-oberbaeumer-haus.de;„Frauenpower – Deine Zukunft beginnt hier!“;Veranstaltung;Bericht über den Auftritt auf einer Messe;https://lina-oberbaeumer-haus.de/2026/04/17/frauenpower-deine-zukunft-beginnt-hier/
2026-04-17;altenheime-leverkusen.de;Das Landespolizeiorchester zu Besuch;Veranstaltung;Bericht über Besuch eines Saxophonquartetts;https://www.es-senioreneinrichtungen.de/news/das-landespolizeiorchester-zu-besuch/
2026-04-17;altenheime-leverkusen.de;Gedächtnistraining;Projekt;Bericht über eine konkrete Aktivität (Gedächtnistraining) im Heim;https://www.es-senioreneinrichtungen.de/news/gedaechtnistraining/
2026-04-17;drk-stiftung.de;Wochenplan Woche 19;Angebot;Veröffentlichung des Speiseplans für die Senioren-Mittagstisch-Veranstaltung;https://www.drk-stiftung.de/wochenplan-woche-19/
2026-04-17;joseph-bochum.de;Handwerkskunst aus Schokolade;Veranstaltung;Bericht über einen Besuch bei einer Confiserie;https://joseph-bochum.de/2026-schokolade/
2026-04-17;awo-kv-wesel.de;Abschlusspräsentationen der Zertifikatsreihe Kitamanagement sind geschafft;Auszeichnung;Abschluss von Zertifikatsreihe;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/herzlichen-glueckwunsch-706/
2026-04-16;kaiser-otto-residenz.de;Da Capo – ein Abend mit Musik von Udo Jürgens;Veranstaltung;Ankündigung/Bericht über ein musikalisches Event;https://kaiser-otto-residenz.de/aktuelles/da-capo-ein-abend-mit-musik-von-udo-juergens-2/
2026-04-16;adolphi-stiftung.de;Osterlämmchen backen;Veranstaltung;Beschreibung einer Bewohneraktivität und Gemeinschaftsaktion;https://adolphi-stiftung.de/osterlaemmchen-backen/
2026-04-16;eszk.de;Osterlämmchen backen;Veranstaltung;Beschreibung einer Bewohneraktivität und Gemeinschaftsaktion;https://adolphi-stiftung.de/osterlaemmchen-backen/
2026-04-16;caritas-dortmund.de;„Dortmunder Weg“ gestartet - Caritas Dortmund setzt Impuls für die Altenpflege;Projekt;Start eines neuen bundesweit einzigartigen Trainee-Programms zur Nachwuchsförderung;http://www.caritas-dortmund.de/aktuelles/presse/dortmunder-weg-gestartet-caritas-dortmund-setzt-impuls-fuer-die-altenpflege-3c51a379-7c30-4ccb-95dd-
2026-04-16;caritasdortmund.de;„Dortmunder Weg“ gestartet - Caritas Dortmund setzt Impuls für die Altenpflege;Projekt;Start eines neuen bundesweit einzigartigen Trainee-Programms zur Nachwuchsförderung;http://www.caritas-dortmund.de/aktuelles/presse/dortmunder-weg-gestartet-caritas-dortmund-setzt-impuls-fuer-die-altenpflege-3c51a379-7c30-4ccb-95dd-
2026-04-16;curata.de;Ortenberg-Selters: Wir waren dabei – Jobaktiv Wetterau 2026;Veranstaltung;Bericht über Teilnahme an einer regionalen Jobmesse;https://www.curata.de/benediktuspark-jobaktiv-wetterau/
2026-04-16;caritas-geldern.de;Jubiläumsfest im Barbaraviertel: Vier Einrichtungen feiern gemeinsam;Veranstaltung;Titel deutet auf eine gemeinsame Feierstunde mehrerer Einrichtungen hin.;https://www.caritas-geldern.de/verband/presse/presse/jubilaeumsfest-im-barbaraviertel-vier-einrichtungen-feiern-gemeinsam-3d788461-14d4-4d30-8c2e-706b8e4
2026-04-16;diakonie-muenster.de;Stadtrundfahrt der Tagespflege RehaZeit Simeon;Veranstaltung;Titel beschreibt eine konkrete Aktion/Veranstaltung der Tagespflege.;https://diakonie-muenster.de/stadtrundfahrt-der-tagespflege-rehazeit-simeon/
2026-04-16;diakonie-muenster.de;Wechsel der Einrichtungsleitung des Haus Simeons in Berg Fidel;Personalie;Neubesetzung der Leitung;https://diakonie-muenster.de/wechsel-der-einrichtungsleitung-des-haus-simeons-in-berg-fidel/
2026-04-16;evkln.de;Info-Abend der Tagespflege Sterkrade am 28. April;Veranstaltung;Einladung zu einem Info-Abend für eine Tagespflege;https://www.evkln.de/der-verbund/news-details/info-abend-der-tagespflege-sterkrade-am-28-april.html
2026-04-15;grafschafter-diakonie.de;Vertrauen aufbauen, Alltag trainieren;Projekt;Beschreibung von Trainingsmaßnahmen und Projekten zur Vorbereitung auf selbstständiges Leben.;https://www.grafschafter-diakonie.de/vertrauen-aufbauen-alltag-trainieren/
2026-04-15;sgk.de;Unsere Städte. Unsere Spiele.;Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://www.sgk.de/olympia-bewerbung/
2026-04-15;clarastift-lh.de;Seniorenbeirat zu Gast im Marienstift Havixbeck;Veranstaltung;Besuch des Seniorenbeirats und Austausch über Aktivitäten;https://heilig-geist-stiftung.de/seniorenbeirat-zu-gast-im-marienstift-havixbeck/
2026-04-15;heilig-geist-stiftung.de;Seniorenbeirat zu Gast im Marienstift Havixbeck;Veranstaltung;Besuch des Seniorenbeirats und Austausch über Aktivitäten;https://heilig-geist-stiftung.de/seniorenbeirat-zu-gast-im-marienstift-havixbeck/
2026-04-15;marienstift-havixbeck.de;Seniorenbeirat zu Gast im Marienstift Havixbeck;Veranstaltung;Besuch des Seniorenbeirats und Austausch über Aktivitäten;https://heilig-geist-stiftung.de/seniorenbeirat-zu-gast-im-marienstift-havixbeck/
2026-04-15;clarastift-lh.de;Besuch der Ombudsperson im Marienstift in Havixbeck;Personalie;Einführung einer neuen Ombudsperson und deren erste Besuchsaktivität;https://heilig-geist-stiftung.de/besuch-der-ombudsperson-im-marienstift-in-havixbeck/
2026-04-15;heilig-geist-stiftung.de;Besuch der Ombudsperson im Marienstift in Havixbeck;Personalie;Einführung einer neuen Ombudsperson und deren erste Besuchsaktivität;https://heilig-geist-stiftung.de/besuch-der-ombudsperson-im-marienstift-in-havixbeck/
2026-04-15;marienstift-havixbeck.de;Besuch der Ombudsperson im Marienstift in Havixbeck;Personalie;Einführung einer neuen Ombudsperson und deren erste Besuchsaktivität;https://heilig-geist-stiftung.de/besuch-der-ombudsperson-im-marienstift-in-havixbeck/
2026-04-15;ravensberger-stift.de;Schlemmen im Kartoffelhaus;Veranstaltung;Bericht über einen Ausflug und Gemeinschaftsessen;https://ravensberger-stift.de/schlemmen-im-kartoffelhaus/
2026-04-15;johannes-bochum.de;Alles Käse oder was;Veranstaltung;Beschreibung eines spezifischen Events (Käsetag) mit Aktivitäten.;https://johannes-bochum.de/alles-kase-oder-was-2026/
2026-04-15;josefshaus-herbede.de;„Wenn ich ans Ehrenamt denke, denke ich an Friedel Bachmann!“;Personalie;Ehrung einer langjährigen Ehrenamtlerin mit 32-jähriger Tätigkeit;https://quartierzentrum-herbede.de/wenn-ich-ans-ehrenamt-denke-denke-ich-an-friedel-bachmann/
2026-04-15;diakonie-kreis-mettmann.de;Palliativpflegebereich im Haus Wichern wird am 16. April eröffnet!;Eröffnung;Neueröffnung eines Palliativpflegebereichs mit Beschreibung des Projekts.;https://www.diakonie-kreis-mettmann.de/palliativpflegebereich-im-haus-wichern-wird-am-16-april-eroeffnet/
2026-04-15;asb-koeln.de;Ausgezeichnet: Der Schulsanitätsdienst erhält Urkunde für seine Engagement;Auszeichnung;Erhalt einer Urkunde für Engagement;https://asb-koeln.de/artikel/2026/04/15/ausgezeichnet-der-schulsanitaetsdienst-erhaelt-urkunde-fuer-seine-engagement/
2026-04-15;johannisstift.de;BLUMEN FÜR DIE KURZZEITPFLEGE;Umzug/Neuöffnung;Beschreibung der neuen Räumlichkeiten und des Umzugs in das Ulrich Johannsen-Haus.;https://www.johannisstift.de/blog/blumen-fuer-die-kurzzeitpflege/
2026-04-15;katharinenstift-coesfeld.de;Vortrag zum Thema „Medikamente“;Veranstaltung;Einladung zu einem konkreten Vortrag;https://www.katharinenstift-coesfeld.de/vortrag-zum-thema-medikamente/
2026-04-15;kkle.de;Meilenstein für die PflegeausbildungBildungsakademie für Gesundheitsberufe erhält AZAV-Zertifizierung;Auszeichnung;Erhalt der AZAV-Zertifizierung ist eine wichtige Qualitätsauszeichnung für die Ausbildung.;https://www.kkle.de/news/bildungsakademie-fuer-gesundheitsberufe-erhaelt-azav-zertifizierung
2026-04-15;kkle.de;Schulterschmerzen effektiv behandelnÄrzte des Katholischen Karl-Leisner-Klinikums informieren über moderne Therapieansätze;Gesundheit;Artikel über medizinische Therapieansätze;https://www.kkle.de/news/schulterschmerzen-effektiv-behandeln-aerzte-der-katholischen-karl-leisner-traegergesellschaft-informieren-ueber-moderne-therapieansaetze
2026-04-14;hanse-zentrum.de;Ostern schafft Besinnlichkeit und viele schöne Momente;Veranstaltung;Bericht über Osteraktivitäten und Gemeinschaftsmomente im Heim;https://www.hanse-zentrum.de/2026/04/14/ostern-schafft-besinnlichkeit-und-viele-schoene-momente/
2026-04-14;hvghirten.de;Vorstellung: Herr Lause als neue Leitung der Verwaltung;Personalie;Vorstellung einer neuen Leitungsperson;https://hvghirten.de/vorstellung-herr-lause-als-neue-leitung-der-verwaltung/
2026-04-14;altenheim-wahlscheid.de;Keine Norovirus-Fälle mehr im Altenheim Wahlscheid;Neuigkeit;Mitteilung über Beendigung von Ausbruch und Wiedereröffnung von Räumen;https://www.altenheim-wahlscheid.de/2026/04/keine-norovirus-faelle-mehr-im-altenheim-wahlscheid/
2026-04-14;kolfhaus.de;Veranstaltungen im Mai 2026;Veranstaltung;Ankündigung eines musikalischen Nachmittags im Mai;https://www.seniorenzentrum-heinrich-kolfhaus.de/veranstaltungen-im-mai-2026/
2026-04-14;laurentiusstift-coesfeld.de;Pflegedienstleitungsduo ist wieder komplett;Personalie;Neubesetzung der Pflegedienstleitung;https://www.laurentiusstift-coesfeld.de/pflegedienstleitungsduo-ist-wieder-komplett/
2026-04-14;awo-lev.de;Pflegeversicherung;Veranstaltung;Einladung zu einem Vortrag über Pflegeversicherung;https://awoleverkusen.de/blog/2026/04/14/pflegeversicherung/
2026-04-14;awo-lev.de;Trödelmarkt in der BGS;Veranstaltung;Einladung zu einem konkreten Trödelmarkt mit Datum, Uhrzeit und Ort.;https://awoleverkusen.de/blog/2026/04/14/troedelmarkt-in-der-bgs/
2026-04-14;seniorenzentrum-stromberg.smmp.de;Pflanzaktion im Seniorenzentrum;Aktion;Beschreibung einer konkreten Gemeinschaftsaktion (Pflanzaktion) mit Personal und Bewohnern.;https://seniorenzentrum-stromberg.smmp.de/2026/04/14/pflanzaktion-im-seniorenzentrum/
2026-04-14;joseph-bochum.de;Der Profane Chor begeistert erneut;Veranstaltung;Bericht über ein Konzert des Profanen Chors;https://joseph-bochum.de/2026-der-profane-chor/
2026-04-14;alexianer-muenster.de;Inselausflug gibt Rückenwind für ein abstinentes Leben;Veranstaltung;Bericht über eine konkrete Aktion/Veranstaltung mit positiver Wirkung auf die Bewohner.;https://www.alexianer-muenster.de/unternehmen/aktuelles/aktuell/inselausflug-gibt-rueckenwind-fuer-ein-abstinentes-leben
2026-04-14;awo-kv-wesel.de;Am kommenden Freitag, 17. April 2026, ab 14 Uhr, wird im AWO BBZ Moers-Kapellen die neue Bilderausstellung unter dem Titel „Lebensräume“ mit einer Vernissage eröffnet.;Veranstaltung;Eröffnung einer neuen Bilderausstellung;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/fruehlingsfruehstueck-im-familienzentrum-eichendorffstrasse-700/
2026-04-14;awo-kv-wesel.de;16 Kinder des AWO Familienzentrums Copray besuchten nun die Sonsbecker Bäckerei Tebart.;Projekt;Bericht über eine konkrete Aktion mit Kindern des Heims;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/kinder-des-familienzentrums-copray-sonsbeck-besuchten-backstube-702/
2026-04-14;awo-kv-wesel.de;Am kommenden Freitag, 17. April 2026, ab 14 Uhr, wird im AWO BBZ Moers-Kapellen die neue Bilderausstellung unter dem Titel „Lebensräume“ mit einer Vernissage eröffnet.;Veranstaltung;Eröffnung einer neuen Bilderausstellung;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/vernissage-im-awo-bbz-moers-kapellen-703/
2026-04-13;lavida-pflegepartner.de;Melle Stellv. Pflegedienstleitung;Personalie;Neuansetzung einer stellvertretenden Pflegedienstleitung;https://lavida-pflegepartner.de/karriere/melle-stellv-pflegedienstleitung/
2026-04-13;haus-phoebe.de;Liebgewonnene Osterbräuche;Veranstaltung;Bericht über ein Gruppenangebot und Osterfest;https://haus-phoebe.de/2026/04/13/liebgewonnene-osterbraeuche/
2026-04-13;haus-phoebe.de;Geburtstagskaffee;Veranstaltung;Bericht über eine interne Veranstaltung (Geburtstagskaffee) für Bewohner.;https://haus-phoebe.de/2026/04/13/geburtstagskaffee/
2026-04-13;protea.care;Evang. Gottesdienst am 15. April um 16 Uhr;Veranstaltung;Ankündigung eines konkreten Gottesdiensttermins;https://protea.care/evang-gottesdienst-am-15-april-um-16-uhr/
2026-04-13;awo-kv-wesel.de;Vor kurzem fand im AWO Familienzentrum Kirchenkampstraße in Kamp -Lintfort das Eltern-Kind-Angebot „Wir bauen ein Insektenhotel für unseren Garten oder Balkon“ statt.;Veranstaltung;Bericht über ein konkretes Eltern-Kind-Angebot;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/stups-und-schnappi-sorgten-fuer-jede-menge-gute-laune-697/
