ID;Name;Träger;Ort;Kreis;Adresse;Telefon;E-Mail;Website;Geschäftsführung;GF-Quelle;Einrichtungsleitung;EL-Quelle;Facebook;Instagram;LinkedIn;YouTube;Social Media (alle);Newsletter;Qualität;Quellen/Hinweise
67;Senioren- und Pflegezentrum Lichtenberg GmbH Haus Potsdam;Senioren- und Pflegezentrum Lichtenberg GmbH;Morsbach;Oberbergischer Kreis;Siegener Str. 2, 51597 Morsbach;02294-698601;krei@seniorenzentrum-lichtenberg.de;https://www.seniorenzentrum-lichtenberg.de;Waldemar Metzger;impressum:https://www.seniorenzentrum-lichtenberg.de/impressum/;Birgit Krei;api:ansprechpartner;https://facebook.com/lichtenberggmbh;;;;facebook: https://facebook.com/lichtenberggmbh;;complete;tel:api | mail:api | addr:api
2750;AZURIT Seniorenzentrum Altes Kloster;AZURIT Rohr GmbH;Much;Rhein-Sieg-Kreis;Klosterstr 6, 53804 Much;02245 600079-0;szalteskloster@azurit-gruppe.de;https://www.azurit-gruppe.de;Dr. Simon Welte, Markus von Puttkamer, Marco Kolodziej;impressum:https://www.azurit-gruppe.de/impressum/;Frau Christine Kaufmann;api:ansprechpartner;https://facebook.com/azurithansagruppe;;https://linkedin.com/company/azurit-hansa-gruppe;https://youtube.com/user/AzuritVideoChannel;facebook: https://facebook.com/azurithansagruppe | linkedin: https://linkedin.com/company/azurit-hansa-gruppe | youtube: https://youtube.com/user/AzuritVideoChannel;;complete;tel:api | mail:api | addr:api
39766;Solitäre Kurzzeitpflege carpe diem Much;;Much;Rhein-Sieg-Kreis;Auf dem Beiemich 6, 53804 Much;;;;Jan C. Schreiter, Thomas Goetz, Martin Niggehoff, Ewa Woroch;websearch-cache:https://senioren-park.de;Nicht ermittelt;none;;;;;;;partial;addr:api
8757;Senioren Residenz Möhnesee;;Möhnesee;Kreis Soest ;Syringerstraße 17-19, 59519 Möhnesee;02925/805130;M.Mattenklotz@srm-gmbh.de;https://www.seniorenresidenz-moehnesee.de;Ingo Foer;impressum:https://www.seniorenresidenz-moehnesee.de/seniorenresidenz-moehnesee-kontakt/seniorenresidenz-moehnesee-impressum.html;Frau Martina Mattenklotz;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
21980;Seniorenresidenz Haus Seeufer;;Möhnesee;Kreis Soest ;Bahnhofstrasse 8-10, 59519 Möhnesee;+4929248020;rezeption@seeufer-residenz.de;;Christopher Nolde, Dr. Florian Frensch, Oliver Jaenicke, Johannes Knake;websearch-cache:https://compassio.de;Sascha Staudt als Interims Einrichtungsleitung;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
849;Seniorenzentrum Zum Weiher GmbH;Seniorenzentrum zum Weiher GmbH;Möhnesee;Kreis Soest ;Zum Weiher 7, 59519 Möhnesee;02924/810108;verwaltung@pflegeheim-mueller.de;https://www.pflegeheim-mueller.de;Alexander Bart;impressum:pflegeheim-mueller.de;Seniorenzentrum Zum Weiher GmbH;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
879;St. Elisabeth Wohn- und Pflegeheim;Marienkrankenhaus Soest gGmbH;Möhnesee;Kreis Soest ;Hospitalstr. 1, 59519 Möhnesee;02924/8711502;m.dudel@hospitalverbund.de;https://www.elisabeth-körbecke.de;Christian Larisch;impressum:https://www.elisabeth-koerbecke.de/impressum.html;Frau Melanie Dudel;api:ansprechpartner;;;;https://youtube.com/user/Hospitalverbund;youtube: https://youtube.com/user/Hospitalverbund | xing: https://xing.com/companies/katholischerhospitalverbundhellwegggmbh;;complete;tel:api | mail:api | addr:api
2586;Adam-Romboy-Seniorenzentrum;AWO Bezirksverband Niederrhein e.V;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Sonnenstr. 34, 41238 Mönchengladbach;02166/924910;sz-adam-romboy@awo-niederrhein.de;https://awo-seniorendienste-nr.de/;Britta Altenkamp, Elisabeth Müller-Witt, Uwe Hesse, Klaus Wehling, Kerstin Hartmann;impressum:https://www.awo-nr.de/dienste-einrichtungen/senioren-pflege-betreuung/impressum?type=rss%2525252f%2525252f%27A%3D0;Frau Heike Burian;api:ansprechpartner;https://facebook.com/AWOSeniorendiensteNiederrhein;;https://linkedin.com/company/awo-seniorendienste-niederrhein;;facebook: https://facebook.com/AWOSeniorendiensteNiederrhein | linkedin: https://linkedin.com/company/awo-seniorendienste-niederrhein | xing: https://xing.com/pages/awo-seniorendienste-niederrhein-ggmbh;;complete;tel:api | mail:api | addr:api
36983;"Alloheim Senioren-Residenz ""An der Niers"" -Junge Pflege-";Alloheim Senioren-Residenzen SE;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Mülgaustraße 372, 41238 Mönchengladbach;0211 47870;info@alloheim.de;https://www.alloheim.de/pflege-moenchengladbach;Dr. Steffen Hehner, Carolin Behrendt, Petra Groth, Dr. Christian Mayer, Christoph Mosler, Thomas Rietz, Philipp Schuh;impressum:https://www.alloheim.de/impressum;Nicht ermittelt;none;https://facebook.com/AlloheimSE;;https://de.linkedin.com/company/alloheim-senioren-residenzen-se;;facebook: https://facebook.com/AlloheimSE | linkedin: https://de.linkedin.com/company/alloheim-senioren-residenzen-se | xing: https://xing.com/pages/alloheimsenioren-residenzense;;complete;tel:web(mistral) | mail:web(mistral) | addr:api
25396;"Alloheim Senioren-Residenz ""An der Niers"" Kurzzeitpflege";Alloheim Senioren-Residenzen SE;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Mülgaustraße 370, 41238 Mönchengladbach;02166/9895300;anja.woltery@alloheim.de;https://www.alloheim.de;Dr. Steffen Hehner, Carolin Behrendt, Petra Groth, Dr. Christian Mayer, Christoph Mosler, Thomas Rietz, Philipp Schuh;impressum:https://www.alloheim.de/impressum;Anja Woltery;api:ansprechpartner;https://facebook.com/AlloheimSE;;https://de.linkedin.com/company/alloheim-senioren-residenzen-se;;facebook: https://facebook.com/AlloheimSE | linkedin: https://de.linkedin.com/company/alloheim-senioren-residenzen-se | xing: https://xing.com/pages/alloheimsenioren-residenzense;;complete;tel:api | mail:api | addr:api
23418;Alloheim Senioren-Residenz An der Niers;Alloheim Senioren-Residenzen SE;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Mülgaustraße 370, 41238 Mönchengladbach;02166 9895300;moenchengladbach@alloheim.de;https://www.alloheim.de;Dr. Steffen Hehner, Carolin Behrendt, Petra Groth, Dr. Christian Mayer, Christoph Mosler, Thomas Rietz, Philipp Schuh;impressum:https://www.alloheim.de/impressum;Anja Woltery;api:ansprechpartner;https://facebook.com/AlloheimSE;;https://de.linkedin.com/company/alloheim-senioren-residenzen-se;;facebook: https://facebook.com/AlloheimSE | linkedin: https://de.linkedin.com/company/alloheim-senioren-residenzen-se | xing: https://xing.com/pages/alloheimsenioren-residenzense;;complete;tel:api | mail:api | addr:api
2711;Alten- und Pflegeheim St. Maria;Alexianer GmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Heiligenpesch 84 25, 41069 Mönchengladbach;02161 59510;j.aretz@vianobis.de;https://www.wohn-und-pflegezentrum-hehn.de;Alexianer Tönisvorst, Martin Minten;impressum:https://www.vianobis-seniorenhilfe.alexianer.de/impressum;Herr Josef Aretz;api:ansprechpartner;https://facebook.com/ViaNobisGangelt;;https://de.linkedin.com/company/alexianer-region-aachen-vianobis;;facebook: https://facebook.com/ViaNobisGangelt | linkedin: https://de.linkedin.com/company/alexianer-region-aachen-vianobis;;complete;tel:api | mail:api | addr:api
10624;Altenheim Am Pixbusch Haus I;Stadt Mönchengladbach GmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Manderscheider Str.  18, 41199 Mönchengladbach;02161 81196811;Beratungszentrum@sozial-holding.de;https://www.sozial-holding.de;Bernhild Birkenbeil;impressum:https://www.sozial-holding.de/impressum.html;Beratungszentrum der Sozial-Holding der Stadt Mönchengladbach GmbH;api:ansprechpartner;https://facebook.com/sozialholding.mg;;;https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;facebook: https://facebook.com/sozialholding.mg | youtube: https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;;complete;tel:api | mail:api | addr:api
10628;Altenheim Am Pixbusch Haus II;Stadt Mönchengladbach GmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Manderscheider Str. 22, 41199 Mönchengladbach;02161 81196811;Beratungszentrum@sozial-holding.de;https://www.sozial-holding.de;Bernhild Birkenbeil;impressum:https://www.sozial-holding.de/impressum.html;Beratungszentrum der Sozial-Holding der Stadt Mönchengladbach GmbH;api:ansprechpartner;https://facebook.com/sozialholding.mg;;;https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;facebook: https://facebook.com/sozialholding.mg | youtube: https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;;complete;tel:api | mail:api | addr:api
10620;Altenheim Hardterbroich;Stadt Mönchengladbach GmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;August-Monforts-Straße 14, 41065 Mönchengladbach;02161 81196811;Beratungszentrum@sozial-holding.de;https://www.sozial-holding.de;Bernhild Birkenbeil;impressum:https://www.sozial-holding.de/impressum.html;Beratungszentrum der Sozial-Holding der Stadt Mönchengladbach GmbH;api:ansprechpartner;https://facebook.com/sozialholding.mg;;;https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;facebook: https://facebook.com/sozialholding.mg | youtube: https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;;complete;tel:api | mail:api | addr:api
2036;Altenheim Windberg;Stadt Mönchengladbach GmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Marienburger Str. 39, 41063 Mönchengladbach;02161 81196811;Beratungszentrum@sozial-holding.de;https://www.sozial-holding.de;Bernhild Birkenbeil;impressum:https://www.sozial-holding.de/impressum.html;Beratungszentrum der Sozial-Holding der Stadt Mönchengladbach GmbH;api:ansprechpartner;https://facebook.com/sozialholding.mg;;;https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;facebook: https://facebook.com/sozialholding.mg | youtube: https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;;complete;tel:api | mail:api | addr:api
26613;Belia Seniorenresidenz Mönchengladbach;Belia Seniorenresidenzen GmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Roermonder Str. 146, 41068 Mönchengladbach;02161 5762-0;moenchengladbach@belia.de;https://belia.de/moenchengladbach/die-seniorenresidenz;Solitäre Kurzzeitpflege, Genießen Reinigung, Haustechnik Qualitätsmanag;impressum:https://belia.de/impressum;Jürgen Gaß;api:ansprechpartner;https://facebook.com/belia.senioren;;https://linkedin.com/company/belia-seniorenresidenzen-gmbh;https://youtube.com/channel/UCFqj6kKI5G6MhI6aoNwTy6w;facebook: https://facebook.com/belia.senioren | linkedin: https://linkedin.com/company/belia-seniorenresidenzen-gmbh | youtube: https://youtube.com/channel/UCFqj6kKI5G6MhI6aoNwTy6w;;complete;tel:api | mail:api | addr:api
327;Caritas-Pflegewohnhaus Theresianum;Caritasverband Region Mönchengladbach e.V;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Kaiserstr.  103, 41061 Mönchengladbach;02161/823810;theresianum@caritas-mg.de;https://www.caritas-mg.de;Dr. Christof Wellens, Christoph Habrich, Heinz-Josef Biste, Volker Großheim, Frank Polixa;impressum:https://www.caritas-mg.de/impressum;Frau Birgit Vitz;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;https://youtube.com/channel/UC0Um6QIpD4AZY-G4XTa41_g;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v. | youtube: https://youtube.com/channel/UC0Um6QIpD4AZY-G4XTa41_g;;complete;tel:api | mail:api | addr:api
560;Caritaszentrum Giesenkirchen Pflegewohnhaus;Caritasverband Region Mönchengladbach e.V;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Konstantinstr 263, 41238 Mönchengladbach;02166/1286-0;giesenkirchen@caritas-mg.de;https://www.caritas-mg.de;Dr. Christof Wellens, Christoph Habrich, Heinz-Josef Biste, Volker Großheim, Frank Polixa;impressum:https://www.caritas-mg.de/impressum;Frau Birgit Vitz;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;https://youtube.com/channel/UC0Um6QIpD4AZY-G4XTa41_g;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v. | youtube: https://youtube.com/channel/UC0Um6QIpD4AZY-G4XTa41_g;;complete;tel:api | mail:api | addr:api
8184;Caritaszentrum Holt Kurzzeitpflegehaus;Caritasverband Region Mönchengladbach e.V;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Hehnerholt 32, 41069 Mönchengladbach;02161/594-0;kupf@caritas-mg.de;https://www.caritas-mg.de;Dr. Christof Wellens, Christoph Habrich, Heinz-Josef Biste, Volker Großheim, Frank Polixa;impressum:https://www.caritas-mg.de/impressum;Frau Diana Versteegen;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;https://youtube.com/channel/UC0Um6QIpD4AZY-G4XTa41_g;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v. | youtube: https://youtube.com/channel/UC0Um6QIpD4AZY-G4XTa41_g;;complete;tel:api | mail:api | addr:api
558;Caritaszentrum Holt Pflegewohnhaus;Caritasverband Region Mönchengladbach e.V;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Hehnerholt 20, 41069 Mönchengladbach;02161/5952-0;holt@caritas-mg.de;https://www.caritas-mg.de;Dr. Christof Wellens, Christoph Habrich, Heinz-Josef Biste, Volker Großheim, Frank Polixa;impressum:https://www.caritas-mg.de/impressum;Frau Diana Versteegen;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;https://youtube.com/channel/UC0Um6QIpD4AZY-G4XTa41_g;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v. | youtube: https://youtube.com/channel/UC0Um6QIpD4AZY-G4XTa41_g;;complete;tel:api | mail:api | addr:api
557;Caritaszentrum Neuwerk Pflegewohnhaus;Caritasverband Region Mönchengladbach e.V;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Engelblecker Str 345, 41066 Mönchengladbach;02161/57556-0;neuwerk@caritas-mg.de;https://www.caritas-mg.de;Dr. Christof Wellens, Christoph Habrich, Heinz-Josef Biste, Volker Großheim, Frank Polixa;impressum:https://www.caritas-mg.de/impressum;Frau Kerstin Gorski;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;https://youtube.com/channel/UC0Um6QIpD4AZY-G4XTa41_g;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v. | youtube: https://youtube.com/channel/UC0Um6QIpD4AZY-G4XTa41_g;;complete;tel:api | mail:api | addr:api
561;Caritaszentrum Rheydt / Pflegewohnhaus;Caritasverband Region Mönchengladbach e.V;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Preyerstr. 65, 41239 Mönchengladbach;02166/9310-0;rheydt@caritas-mg.de;https://www.caritas-mg.de;Dr. Christof Wellens, Christoph Habrich, Heinz-Josef Biste, Volker Großheim, Frank Polixa;impressum:https://www.caritas-mg.de/impressum;Frau Eveline Hensen;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;https://youtube.com/channel/UC0Um6QIpD4AZY-G4XTa41_g;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v. | youtube: https://youtube.com/channel/UC0Um6QIpD4AZY-G4XTa41_g;;complete;tel:api | mail:api | addr:api
29002;DRK Seniorenzentrum Rheydt;DRK-Pflegedienste gGmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Brückenstraße 140, 41238 Mönchengladbach;021669190;Empfang.Rheydt@drk-rheydt.eu;https://www.drk-duesseldorf.de/angebote/pflegeeinrichtungen/seniorenzentrum-rheydt.html;Stefan Fischer, Thomas Jeschkowski;impressum:https://www.drk-duesseldorf.de/footer-menue-deutsch/service/impressum.html;Frau Totaro  und Frau Witzke;api:ansprechpartner;https://facebook.com/DRK.Duesseldorf;;;https://youtube.com/channel/UCfD24d9kg9AsnnMGD9EKunQ;facebook: https://facebook.com/DRK.Duesseldorf | youtube: https://youtube.com/channel/UCfD24d9kg9AsnnMGD9EKunQ;;complete;tel:api | mail:api | addr:api
1267;Ev. Altenheim Odenkirchen;;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Schmidt-Bleibtreu-Str 15-25, 41199 Mönchengladbach;0 21 66 / 964 99 199;info@ev-altenheim-odenkirchen.de;http://www.ev-altenheim-odenkirchen.de/;Elisabeth Adler;impressum:https://www.ev-altenheim-odenkirchen.de/impressum/;Frau Elisabeth Adler;api:ansprechpartner;https://facebook.com/p/Ev-Altenheim-Odenkirchen-100085930833902;;;;facebook: https://facebook.com/p/Ev-Altenheim-Odenkirchen-100085930833902;;complete;tel:api | mail:api | addr:api
2335;Haus Bungeroth;Diakonisches Werk Mönchengladbach e.V;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Steinmetzstraße 25-27, 41061 Mönchengladbach;02161/927960;bungeroth@diakonie-mg.de;https://www.diakonie-mg.de;Herbert Schimanski;impressum:https://www.diakonie-mg.de/impressum;Susanne Claßen;api:ansprechpartner;https://facebook.com/Diakonisches-Werk-M%C3%B6nchengladbach-603028386540202;;;;facebook: https://facebook.com/Diakonisches-Werk-M%C3%B6nchengladbach-603028386540202;;complete;tel:api | mail:api | addr:api
1269;Haus Sentivo Mülfort;Korian Deutschland GmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Giesenkirchener Str. 88, 41238 Mönchengladbach;+49 2166 945 85 10;muelfort@korian.de;https://www.korian.de;Christian Gharieb, Vincent Savajols;impressum:https://www.korian.de/impressum/;Marica Phlipsen;api:ansprechpartner;https://facebook.com/Korian.de;;https://de.linkedin.com/company/korian-deutschland;https://youtube.com/channel/UCQyaSvvezAz95aQNU1MjcMQ;facebook: https://facebook.com/Korian.de | linkedin: https://de.linkedin.com/company/korian-deutschland | youtube: https://youtube.com/channel/UCQyaSvvezAz95aQNU1MjcMQ | xing: https://xing.com/pages/korian;;complete;tel:api | mail:api | addr:api
1008;Haus St. Antonius;;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Kreuzherrenstraße 24, 41189 Mönchengladbach;02166-960180;info@ah-wickrath.de;https://www.ah-wickrath.de;Andreas Degelmann, Elke Bunjes;impressum:https://www.st-augustinus-seniorenhilfe.de/impressum;Claudia Frenken;api:ansprechpartner;https://facebook.com/AugustinusGruppe;;https://linkedin.com/company/st.-augustinus-kliniken-ggmbh;https://youtube.com/channel/UCIbTbvw9mXjPOUwsXWSfRxA;facebook: https://facebook.com/AugustinusGruppe | linkedin: https://linkedin.com/company/st.-augustinus-kliniken-ggmbh | youtube: https://youtube.com/channel/UCIbTbvw9mXjPOUwsXWSfRxA | xing: https://xing.com/pages/st-augustinusgruppe;;complete;tel:api | mail:api | addr:api
6188;Haus am Buchenhain;Haus am Buchenhain gGmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Forststr. 8, 41239 Mönchengladbach;02166 9393;info@haus-am-buchenhain.de;https://www.haus-am-buchenhain.de;Beate Wittland, Innere Mission, Rheydt Forststraße;impressum:http://www.haus-am-buchenhain.de/impressum;Daniela Kristen und Michaela Steigels;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
187;Katharinenstift - Hardt;;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Vorster Str 253-255, 41169 Mönchengladbach;02161/5760-534;info@katharinenstift-mg.de;https://www.katharinenstift-mg.de;Nicht ermittelt;none;Frau Barbara Zensen;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
186;Katharinenstift Am Bunten Garten;;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Franziskanerstr 45-49, 41063 Mönchengladbach;02161/5672-50;kontakt@katharinenstift-mg.de;https://www.katharinenstift-mg.de;Nicht ermittelt;none;Frau Sabine Dräxler;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
2213;Kurzzeitpflege Eicken;Stadt Mönchengladbach GmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Thüringer Str. 30, 41063 Mönchengladbach;02161 81196811;Beratungszentrum@sozial-holding.de;https://www.sozial-holding.de;Bernhild Birkenbeil;impressum:https://www.sozial-holding.de/impressum.html;Beratungszentrum der Sozial-Holding der Stadt Mönchengladbach GmbH;api:ansprechpartner;https://facebook.com/sozialholding.mg;;;https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;facebook: https://facebook.com/sozialholding.mg | youtube: https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;;complete;tel:api | mail:api | addr:api
2373;Ludwig-Weber-Haus;Diakonisches Werk Mönchengladbach e.V;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Ehrenstraße 29, 41066 Mönchengladbach;02161/980080;lwh@diakonie-mg.de;https://www.diakonie-mg.de;Herbert Schimanski;impressum:https://www.diakonie-mg.de/impressum;Susanne Claßen;api:ansprechpartner;https://facebook.com/Diakonisches-Werk-M%C3%B6nchengladbach-603028386540202;;;;facebook: https://facebook.com/Diakonisches-Werk-M%C3%B6nchengladbach-603028386540202;;complete;tel:api | mail:api | addr:api
2334;Otto-Zillessen-Haus;Diakonisches Werk Mönchengladbach e.V;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Ludwig-Weber-Straße 13, 41061 Mönchengladbach;02161 8104-666;ozh@diakonie-mg.de;https://www.diakonie-mg.de;Herbert Schimanski;impressum:https://www.diakonie-mg.de/impressum;Björn Bäumges;api:ansprechpartner;https://facebook.com/Diakonisches-Werk-M%C3%B6nchengladbach-603028386540202;;;;facebook: https://facebook.com/Diakonisches-Werk-M%C3%B6nchengladbach-603028386540202;;complete;tel:api | mail:api | addr:api
2723;Pflegezentrum am Volksgarten;DRK Nordrhein gGmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Carl-Diem-Str. 2-4, 41065 Mönchengladbach;02161/405-104;christian.meyer@drk-nordrhein.de;https://www.drkhausmg.de;Peter Henrichfreise, Florian Kulik;impressum:https://www.drk-pflegezentrum-am-volksgarten.de/impressum;Herr Christian Meyer;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
2585;Seniorenzentrum Helmuth-Kuhlen-Haus;AWO Bezirksverband Niederrhein e.V;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Bendhecker Str. 40, 41236 Mönchengladbach;02166/256000;sz-helmuth-kuhlen-haus@awo-niederrhein.de;https://awo-seniorendienste-nr.de/;Britta Altenkamp, Elisabeth Müller-Witt, Uwe Hesse, Klaus Wehling, Kerstin Hartmann;impressum:https://www.awo-nr.de/dienste-einrichtungen/senioren-pflege-betreuung/impressum?type=rss%2525252f%2525252f%27A%3D0;Frau Tanja Lennartz;api:ansprechpartner;https://facebook.com/AWOSeniorendiensteNiederrhein;;https://linkedin.com/company/awo-seniorendienste-niederrhein;;facebook: https://facebook.com/AWOSeniorendiensteNiederrhein | linkedin: https://linkedin.com/company/awo-seniorendienste-niederrhein | xing: https://xing.com/pages/awo-seniorendienste-niederrhein-ggmbh;;complete;tel:api | mail:api | addr:api
10617;Städtisches Altenheim Eicken;Stadt Mönchengladbach GmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Thüringer Str. 30, 41063 Mönchengladbach;02161 81196811;Beratungszentrum@sozial-holding.de;https://www.sozial-holding.de;Bernhild Birkenbeil;impressum:https://www.sozial-holding.de/impressum.html;Beratungszentrum der Sozial-Holding der Stadt Mönchengladbach GmbH;api:ansprechpartner;https://facebook.com/sozialholding.mg;;;https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;facebook: https://facebook.com/sozialholding.mg | youtube: https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;;complete;tel:api | mail:api | addr:api
10622;Städtisches Altenheim Kamillus;Stadt Mönchengladbach GmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Kamillianerstr. 44, 41069 Mönchengladbach;02161 81196811;Beratungszentrum@sozial-holding.de;https://www.sozial-holding.de;Bernhild Birkenbeil;impressum:https://www.sozial-holding.de/impressum.html;Beratungszentrum der Sozial-Holding der Stadt Mönchengladbach GmbH;api:ansprechpartner;https://facebook.com/sozialholding.mg;;;https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;facebook: https://facebook.com/sozialholding.mg | youtube: https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;;complete;tel:api | mail:api | addr:api
10629;Städtisches Altenheim Rheindahlen;Stadt Mönchengladbach GmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Mühlenwallstr. 74, 41179 Mönchengladbach;02161 81196811;Beratungszentrum@sozial-holding.de;https://www.sozial-holding.de;Bernhild Birkenbeil;impressum:https://www.sozial-holding.de/impressum.html;Beratungszentrum der Sozial-Holding der Stadt Mönchengladbach GmbH;api:ansprechpartner;https://facebook.com/sozialholding.mg;;;https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;facebook: https://facebook.com/sozialholding.mg | youtube: https://youtube.com/channel/UCn6kmgH2hnqjNw6_Afb2Rtw;;complete;tel:api | mail:api | addr:api
2336;Vitusheim gGmbH / Seniorenwohn- und Pflegeheim;Vitusheim gGmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Rheydter Straße 42, 41065 Mönchengladbach;02161-200206;info@vitusheim.de;https://www.vitusheim.de;Verena Hölken;impressum:https://www.vitusheim.de/impressum-und-datenschutz/;Herr Joachim Händelkes;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
1972;Zentrum für Betreuung und Pflege Lindenhof Mönchengladbach;Korian Deutschland GmbH;Mönchengladbach;Kreisfreie Stadt Mönchengladbach;Friedrich-Ebert-Str. 137-159, 41236 Mönchengladbach;02166/6262-0;lindenhof@korian.de;https://www.korian.de;Christian Gharieb, Vincent Savajols;impressum:https://www.korian.de/impressum/;Herr Michael De Spirt;api:ansprechpartner;https://facebook.com/Korian.de;;https://de.linkedin.com/company/korian-deutschland;https://youtube.com/channel/UCQyaSvvezAz95aQNU1MjcMQ;facebook: https://facebook.com/Korian.de | linkedin: https://de.linkedin.com/company/korian-deutschland | youtube: https://youtube.com/channel/UCQyaSvvezAz95aQNU1MjcMQ | xing: https://xing.com/pages/korian;;complete;tel:api | mail:api | addr:api
19860;"Alloheim Senioren-Residenz ""Stadtquartier Schlossstraße""";Alloheim Senioren-Residenzen SE;Mülheim an der Ruhr;Kreisfreie Stadt Mülheim an der Ruhr;Ruhrstraße 20, 45468 Mülheim an der Ruhr;0208/388897-0;muelheim-stadtquartier@alloheim.de;https://www.alloheim.de;Dr. Steffen Hehner, Carolin Behrendt, Petra Groth, Dr. Christian Mayer, Christoph Mosler, Thomas Rietz, Philipp Schuh;impressum:https://www.alloheim.de/impressum;Herr Robin Kutyniok;api:ansprechpartner;https://facebook.com/AlloheimSE;;https://de.linkedin.com/company/alloheim-senioren-residenzen-se;;facebook: https://facebook.com/AlloheimSE | linkedin: https://de.linkedin.com/company/alloheim-senioren-residenzen-se | xing: https://xing.com/pages/alloheimsenioren-residenzense;;complete;tel:api | mail:api | addr:api
